Distributor Name,Medicine Name,State,District,City,Address,Contact Number,Verified,Additional Notes,Created Time,Updated Time
R K ASSOCIATES,Tocilizumab,Maharashtra,,,"SHOP NO. G-16 , PROP. NO. 349 TO 35YERAWAR CHOWKW.NO.40, MAA DURGA DAWA BAZAR,,YAVATMAL,445001",,,,,
ARYA DRUG DISTRIBUTOR,Tocilizumab,Bihar,,,"SHREE KRISHNA PALACEG M Rd,PATNA,800004",,,,,
SHIVHARE PHARMA,Tocilizumab,Madhya Pradesh,,,"103, STATION ROAD,,SHAJAPUR,465001",,,,,
VEER MEDICAL STORES,Tocilizumab,Madhya Pradesh,,,"5/115,BHAIRAVJI MARGBEHIND NAGAR BHAWANNEAR PAPORA CHOURAHA,TIKAMGARH,472001",,,,,
SHREEJI DISTRIBUTORS PHARMA PVT,Tocilizumab,Maharashtra,,,"-WADALA (W )5-B, NAIGAON CROSS ROAD,ROYAL INDUSTRIAL ESTATE CO-OP SOC LTD,,MUMBAI,400031",,,,,
DADHA PHARMA DISTRIBUTION PVT. LTD,Tocilizumab,Kerala,,,"39/627C, DADHA ARCADEMONASTERY ROAD,,ERNAKULAM,682011",,,,,
A B PHARMA,Tocilizumab,Maharashtra,,,"1ST FLOOR, A WING, SHREE SAI TOWER,BORIVALI ( WEST )SODAWALA LANE,NEAR OM SAI
HOSPITAL,,MUMBAI,400092",,,,,
ANAND MEDICAL AND GENERAL STORES,Tocilizumab,Maharashtra,,,"HOUSE NO. 218, WARD NO. 13MALKAPURCINEMA RD,MALKAPUR,443101",,,,,
Tirupati Pharma House,Tocilizumab,Maharashtra,,,"SHOP NO. 1 , HOUSE NO. 7-249SARVE NO. 65, SECOND FLRSHIVAJI NAGAR , HINGOLI,Hingoli,431513",,,,,
RAMKRISHNA DISTRIBUTORS,Tocilizumab,Maharashtra,,,"1321Phutane Galli,Akkalkot,413216",,,,,
NAVNATH AGENCY,Tocilizumab,Maharashtra,,,"HOUSE NO 2690/153, PLOT NO 41, GALA NO. 1KRUSHNAJI NAGAR,KARMALA,413203",,,,,
LIFE LINE DISTRIBUTORS,Tocilizumab,Maharashtra,,,"HOUSE NO 2463, A, SHOP NO.1, GROUND FLOORKADLAS ROAD,SANGOLA,413307",,,,,
JANATA AGENCY,Tocilizumab,Maharashtra,,,"CS 853/2, 853/3, 851/2, 852/2BHAGAWAN MAHAVEER PATH,AKLUJ,413101",,,,,
RELIABLE AGENCY,Tocilizumab,Gujarat,,,"SATHARIA BAZARABOVE PRIME CO OP BANKGODHRAGujarat,GODHRA,389001",,,,,
S S TRADERS,Tocilizumab,Uttar Pradesh,,,"B 82 GROUND FLOOR,NAGAR NIGAM H NO 0561SIDHARIPUR SURAJ KUND COLONYGORAKHPURPS
KOTWALI,GORAKHPUR,273015",,,,,
PHARMA PLUS,Tocilizumab,Telangana,,,"D.No. 1-8-229/10/4PRENDERGHAST RDPART OF FIRST FLR,SECUNDERABAD,500003",,,,,
SHANTI PHARAMACEUTICAL AGENCY(N),Tocilizumab,Uttar Pradesh,,,"K-61/115MAIDAGINSAPTSAGAR,VARANASI,221001",,,,,
MAHARASHTRA SAFE CHEMISTS AND DIST,Tocilizumab,Maharashtra,,,"KATRAK ROAD JUNCTION, NEAR RAM MANDIR,( THANE CENTRAL ), SHREYA LIFECARE MED306, HANUMAN
INDUSTRIAL ESTATE, WADALA,MUMBAI,400031",,,,,
MAHARASHTRA SAFE CHEMISTS AND DIST,Tocilizumab,Maharashtra,,,"KATRAK ROAD JUNCTION, NEAR RAM MANDIR,( THANE CENTRAL ), SAI KRUPA AGENCY306, HANUMAN
INDUSTRIAL ESTATE, WADALA,MUMBAI,400031",,,,,
AUSHADH DISTRIBUTORS,Tocilizumab,Rajasthan,,,"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSH NAGAR,JAIPUR,302001",,,,,
BRIDGE MEDISALES Pvt. LTD.,Tocilizumab,Maharashtra,,,"1065-A LEPROSY HOSPITAL ROADUDYAM NAGAR,RATNAGIRI,415612",,,,,
NANCY ENTERPRISES,Tocilizumab,Maharashtra,,,"H.NO. 458, E WARDKARVEERSAHU ROADVIJAY APARTMENT, FIRST FLOOR,KOLHAPUR,416001",,,,,
SHREE AMBICA MEDICAL STORE,Tocilizumab,Gujarat,,,"BASEMENT 12/1123-24VANKI BORDI,SHAHPOREDR. BHACCAS STREETMEGHDOOT APARTMENT,SURAT,395003",,,,,
SHAH ASSOCIATES KOLHAPUR,Tocilizumab,Maharashtra,,,"610, K VARDHAMAN CHAMBERSSHAHUPURI2ND LANE,KOLHAPUR,416001",,,,,
NEURINE PHARMA,Tocilizumab,Madhya Pradesh,,,"SIDDH VIHAR COLONYHOSPITAL ROAD,SHIVPURI,473551",,,,,
SANAM DISTRIBUTORS,Tocilizumab,Maharashtra,,,"HOUSE NO 3260-3261, GR FLOORA P KODAWALISAI NAGAR,RAJAPUR,416702",,,,,
SRIKAAR PHARMACY (A DIVISION OF,Tocilizumab,Andhra Pradesh,,,"D.NO 29-9-30CHILUKU DURGAIAH STREET, SURYARAOPET,Vijayawada,520002",,,,,
MEDIHAUXE INTERNATIONAL PVT LTD,Tocilizumab,Tamil Nadu,,,"RPY COMPLEX ,40/32, KARPAGAMBAL NAGAR(OPP.TO AMRUTANJAN),MYLAPORE,CHENNAI,600004",,,,,
VIRAJ PHARMA,Tocilizumab,Madhya Pradesh,,,"1ST FLOOR, JDA BUILDINGOPP. JDA OFFICE CIVIC CENTER,JABALPUR,482002",,,,,
KUNAL MEDICAL AGENCIES,Tocilizumab,Maharashtra,,,"MOTIKAMAL TOWERS, SHOP NO -1-4NEAR ST. STAND,SINNER,422103",,,,,
RELIABLE TRADE CORPORATION,Tocilizumab,Gujarat,,,"SHOP NO. 100,NR. RAILWAY GODINARMADA MARKET,,BHARUCH,392001",,,,,
MEHER DISTRIBUTORS PVT LTD (APOLLO),Tocilizumab,Maharashtra,,,"NAVI MUMBAI APOLLOBYCULLA-EASTMUSTAFA BAZAR124/VICTORIA ROAD,MUMBAI,400010",,,,,
SHRINIWAS AGENCIES,Tocilizumab,Maharashtra,,,"RAILWAY STAION ROADSANMAN PRESTIGENEAR Z.P.BUILDINGSHOP NO.8 & 9,,NANDED,431601",,,,,
DIPRA AND COMPANY,Tocilizumab,Maharashtra,,,"C S NO 771 / 1B, 4TH FLOORE WARDSHAHUPURI, 5TH LANESHIVSHAKTI DISTRIBUTORS
BUILDING,KOLHAPUR,416001",,,,,
RARUNA PHARMACEUTICALS,Tocilizumab,Rajasthan,,,"OPP. RAJDAN MANSIONJALORI GATE,JODHPUR,342001",,,,,
SANJAY AGENCIES,Tocilizumab,Maharashtra,,,"C S NO 4089 AND 4091, HOUSE NO 5217,JUNABAZAR ,GROUND FLR , FIRST FLR AND SECOND
FLR.,AHEMEDNAGAR,414001",,,,,
NEW PATODI MARKETING,Tocilizumab,Jharkhand,,,"SHRI MAHADEV COMPLEXP S KATWALI POST GPOSHARDHANAND RD,RANCHI,834001",,,,,
MAHAVEER MEDISALES PRIVATE LIMITED,Tocilizumab,Karnataka,,,"MAHVEER ARCADE, NO-97CHAMARAJPETGROUND FLOOR, SIRSI ROAD,BANGALORE,560018",,,,,
SOUTHEND PHARMA Pvt. Ltd BARRACKPOR,Tocilizumab,West Bengal,,,"GR FLOOR, SCHEME-VI MP.S.PHOOL BAGANP 58 A CIT RD,KOLKATA,700054",,,,,
RADHA KISHAN PHARMACEUTICALS,Tocilizumab,Haryana,,,"440/8INDIRA COLONY, KURUKSHETRAMAYA COMPLEX, NEAR ANKUR NURSING HOME,KURUKSHETRA,136118",,,,,
MS SUDHIR AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO. 2 , H. NO 3842 ,R. P. RDBESIDE SHRI RAM MANDIR ,,Jalna,431203",,,,,
MANGALMURTI AGENCIES,Tocilizumab,Maharashtra,,,"C.S.No. 1036 B, E Ward, Deccan House 1st floorRAJARAM ROAD, OPP PARVATI TALKIES,KOLHAPUR,416008",,,,,
SANTOSH MEDICAL STORES,Tocilizumab,Maharashtra,,,"SHOP NO 1,2,4 & 5UDGIRNEW NAGARPALIKA COMPLEX NANDED RD,UDGIR,413512",,,,,
BHARTIYA AGENCIES,Tocilizumab,Maharashtra,,,"SHOP. NO. 25, 1 ST FLOORAKOLACHEMIST SHOPPING COMPLEX,,AKOLA,444001",,,,,
MAA ASSOCIATES,Tocilizumab,Odisha (Orissa),,,"PLOT NO:A/68UNIT - IIIKHARVELANAGAR,BHUBANESWAR,751001",,,,,
SAINATH AGENCIES PHARMA PVT LTD,Tocilizumab,Maharashtra,,,"SHOP NO. 4,69, TARDEO ROADGIRNAR BUILDING,,MUMBAI,400034",,,,,
SAINATH AGENCIES PHARMA PVT LTD,Tocilizumab,Maharashtra,,,"SHOP NO. 4,69, TARDEO ROADGIRNAR BUILDING,,MUMBAI,400034",,,,,
SARGUN PHARMA (IT),Tocilizumab,Madhya Pradesh,,,"SHOP N0. 23HOUSHANGABADGURU NANAK COMPLEX,ITARSI,461111",,,,,
MILTON LIFECARE PVT LTD,Tocilizumab,Maharashtra,,,"B-103, FIRST FLOOR,KALBADEVI ROAD30, JAMBHULWADI,RAMJI HOUSE PREMISES SOCIETY LTD,MUMBAI,400002",,,,,
ROHIT MEDICO,Tocilizumab,Maharashtra,,,"S NO 19 , H NO 963HADAPSARGONDHALE NAGARWHOLE GROUND FLOOR,PUNE,411028",,,,,
AKRUTI PHARMA,Tocilizumab,Chhattisgarh,,,"SHOP NO 17 , NEW MEDICAL COMPLXRAJBANDHA MAIDANWARD NO. 56G.E.ROAD,RAIPUR,492001",,,,,
M J MEDICAL STORE,Tocilizumab,Gujarat,,,"8, COMMERCIAL CENTREVISNAGARNEAR THREE TOWERUTTAM BLOCK,VISNAGAR,384315",,,,,
BANGALORE SURGICALS,Tocilizumab,Karnataka,,,"NO 19,1ST FLOOREDWARD ROAD,VASANTH NAGARBANGALORE 560052512 PRESTIGE CENTRE
POINT,BANGALORE,560052",,,,,
BANGALORE SURGICALS,Tocilizumab,Karnataka,,,"NO 19,1ST FLOOREDWARD ROAD,VASANTH NAGARBANGALORE 560052512 PRESTIGE CENTRE
POINT,BANGALORE,560052",,,,,
DHANWANTRI MEDICAL AGENCY,Tocilizumab,Maharashtra,,,"D V S TowerMalegaonSatana Rd.,Malegaon,423203",,,,,
SHRI ANAND AGENCY,Tocilizumab,Madhya Pradesh,,,"SHOP NO. 16/2BHATT MOHALLABEHIND MOHAN BHAI COMPLEX,SHAJAPUR,465001",,,,,
Medi Zone Pharma,Tocilizumab,Karnataka,,,"No.9-55-8/1,I Flr 9th crossIII Main B0 Block,Subramanynagar,BANGALORE,560021",,,,,
SHRIKANT DISTRIBUTORS,Tocilizumab,Maharashtra,,,"VARSOLI, ALIBAG RAIGADPROPERTY NO 2246A & B REVAS ROADTAL -ALIBAG,ALIBAG,402201",,,,,
KING ENTERPRISE (PTN),Tocilizumab,Bihar,,,"BLOCK C2ND FLR KOHINOOR COMPLEXANISABADP.S GARDANIBAGH,PATNA,800002",,,,,
REMEDI SPECIALITY MEDICINES LLP,Tocilizumab,Tamil Nadu,,,"No.12, 1st floor,Saradambal streetT. NagarSIR THIYAGARAYA ROAD,Chennai,CHENNAI,600017",,,,,
PALANIAPPA MEDICAL AGENCIES,Tocilizumab,Tamil Nadu,,,"TS 2721/30, 1ST FLOORNORTH MAIN STREETPUDUKKOTTAI,PUDUKKOTTAI,622001",,,,,
FORAM DISTRIBUTOR,Tocilizumab,Gujarat,,,"12/1086,1087,""TAHID PALACE"",LUHAR POL,MACHHALI PITHOPP..SATI MATA MANDIRNR. GURUKRUPA MEDICAL
AGENCY,,SURAT,395003",,,,,
TAPI DRUGS HOUSE,Tocilizumab,Gujarat,,,"1st Floor, Akarani No. 1348,Ward No. 04,Bethal ColonyAndharwadi Road,Highway Road, Vyara,VYARA,394650",,,,,
BHOOLA DISTRIBUTORS,Tocilizumab,Gujarat,,,"12/1234-35, 1739-BVANKI BORDI MAIN ROAD,TAKSHASHILA APARTMENT,SHAHPORE,SURAT,395003",,,,,
PRUDHVI AGENCIES,Tocilizumab,Andhra Pradesh,,,"D.NO:-5-81/2, Ground FloorDevineni Vari Street, Near Panchayathi OGollapudi VillageVijayawada,Vijayawada,521225",,,,,
MEHADIA BROTHERS,Tocilizumab,Maharashtra,,,"67,68-A , FIRST FLOORDAWA BAZAR , GANDHIBAGH,NAGPUR,440002",,,,,
PHARMA DISTRIBUTOR,Tocilizumab,Gujarat,,,"3-B, CELLER,NEPTUNE TOWER,OPP, NEHRU BRIDGE,,AHMEDABAD,380009",,,,,
MAGADH PHARMA,Tocilizumab,Bihar,,,"HOSPITAL ROADNAWADA,NAWADA,805110",,,,,
Laxmi Agencies,Tocilizumab,Maharashtra,,,"GR. FLOOR ,FIRST FLOOR ,SECOND FLOOR PRON. NO.4.1 76 77, PANDIRABAAURNGABAD,AURANGABAD,431001",,,,,
RAJENDRA DRUG AGENCIES,Tocilizumab,Uttar Pradesh,,,"K 61/115, SaptsagarMaidagin,Varanasi,MAIDAGIN,P.O.- VISHESHWARGANJ,VARANASI,221002",,,,,
SAI KRISHNA LIFESCIENCES,Tocilizumab,Maharashtra,,,"GALA NO.305/306 MEWAD BLDG PATANWALA INDL ESTATELBS MARGGHATKOPAR ( WEST )OPP SHREYAS
CINRMA,MUMBAI,400086",,,,,
MEDILINE AGENCIES (COIMBATORE),Tocilizumab,Tamil Nadu,,,"204/1, FIRST FLOOR, G.V. RESIDENCYNEAR FUN REPUBLIC MALLSOWRIPALAYAM,COIMBATORE,641028",,,,,
MEDILINE AGENCIES (SALEM),Tocilizumab,Tamil Nadu,,,"204/1, FIRST FLOOR, G.V. RESIDENCYNEAR FUN REPUBLIC MALLSOWRIPALAYAM,COIMBATORE,641028",,,,,
MEDILINE AGENCIES (DHARMAPURI),Tocilizumab,Tamil Nadu,,,"204/1, FIRST FLOOR, G.V. RESIDENCYNEAR FUN REPUBLIC MALLSOWRIPALAYAM,COIMBATORE,641028",,,,,
VARDHAMAN DISTRIBUTORS,Tocilizumab,Maharashtra,,,"CS NO 58/3, SHOP NO A-101/102, 01 & 02SUVASTU SANKUL, NEAR MAA HOSPITALBEHIND SHIVSHANKAR
THEATRESHIVAJI NAGAR,MIRAJ,416410",,,,,
S.S.TRADERS (Allahabad),Tocilizumab,Uttar Pradesh,,,"19 E/11,KAMLA NEHRU ROADCIVIL LINESPO SADARPS SADAR,ALLAHABAD,211003",,,,,
ITWARI MEDICAL STORES,Tocilizumab,Maharashtra,,,"SHOP NO. 51&151, SANDESH DAWA BAZARH NO. 193, WARD NO. 33,NEAR HAJ HOUSE, GANJIPETH, C A
RD,NAGPUR,440018",,,,,
S.S.TRADERS (Varanasi),Tocilizumab,Uttar Pradesh,,,"D 59/45-DMahmoorganjPS- Sigra,Varanasi,221010",,,,,
SANGRAM ENTERPRISES,Tocilizumab,Maharashtra,,,"BASEMENT, APOLLO A TYPE BLDG,BAJI PRABHU DESHPANDE ROAD,VISHNU
NAGAR,NAUPADA,THANE,THANE,400602",,,,,
PHARMA PLUS,Tocilizumab,Uttar Pradesh,,,"118/516 B,KAUSHALPURI,NEAR PUNJABI DHABAGUMTI NO-5,KANPUR,208012",,,,,
SANJIVAN MEDICO TRADERS,Tocilizumab,Maharashtra,,,"SHOP NO. 283/2, 283/3, PLOT NO.17/7 ASHIT NO.9 , EKORI WARD NO. 1NAVIN MEDICINE
COMPLEX,CHANDRAPUR,442402",,,,,
OM SAI MEDICAL AGENCIES,Tocilizumab,Odisha (Orissa),,,"PLOT NO: 139DEULA SAHITULASIPUR,CUTTACK,753008",,,,,
HOSPICARE AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO 1 , GROUND FLOOR , VATVRUKESH APT.,S R NO 20 1 PLOT NO 10 VIDHATE NAGASHRI SHRI RAVI
SHANKAR MARG,TAL. MAHANAGAR PALIKA DIST. NASHIK,NASHIK,422101",,,,,
HADA ENTERPRISE,Tocilizumab,Meghalaya,,,"PHILIN COMPLEXMAWDIANGDIANGOPP NEIGRIHMS,SHILLONG,793018",,,,,
AAR AAR Healthcare,Tocilizumab,Delhi,,,"18, BASEMENT SANT NAGAREast of KailashGreater Kailash (50),New Delhi,110065",,,,,
SHREE HARI ENTERPRISES,Tocilizumab,Uttar Pradesh,,,"VRINDAVAN YOJNARAI BAREILLY ROADAMBEDKAR UNIVERSITYLUCKNOW,LUCKNOW,226025",,,,,
AARCHI DISTRIBUTOR,Tocilizumab,Gujarat,,,"12/1225, SHOP NO. G-1GROUND FLOOR, PATEL MANZILVANKI BORDISHAHPORE,SURAT,395003",,,,,
SUDHIR CHEMIST (RAIGARH),Tocilizumab,Chhattisgarh,,,"M G ROADBEHIND GANDHI GANJ,RAIGARH,496001",,,,,
PAVAN DISTRIBUTORS,Tocilizumab,Gujarat,,,"12/703,704 KING PALACECELLER NO. 4 AVANKI BORDIRANITALAVSURAT,SURAT,395003",,,,,
DHANWANTARI AGENCIES (DURG),Tocilizumab,Chhattisgarh,,,"1ST FLOOR, JEEVAN REKHA PARISARIN FRONT OF NEW BUS STAND,DURG,491001",,,,,
KATRUWAR DISTRIBUTORS,Tocilizumab,Maharashtra,,,"Shop No - 1, House No - 53 & 53/1,Ward no 11, Station Road,Taluka Parbhani,Parbhani,431401",,,,,
GODAVARI PHARMA,Tocilizumab,Maharashtra,,,"PARBHANISHOP NO. 1 , WARD NO. 281 ST FLOOR, DHANVANTRI NAGAR,NEAR BUS STANDPARBHANI -
431401,PARBHANI,431401",,,,,
MEHER DISTRIBUTORS PVT. LTD AP PUNE,Tocilizumab,Maharashtra,,,"124/VICTORIA ROAD( PUNE APOLLO )MUSTAFA BAZARBYCULLA ( EAST ),,BYCULLA,400010",,,,,
KALYANI HEALTH PLUS,Tocilizumab,Andhra Pradesh,,,"Door No.152/1JAYANAGAR COLONYNEAR BAIRAGIPATTEDA PARK,TIRUPATHI,517501",,,,,
SKITES PHARMA Pvt. LTD,Tocilizumab,Maharashtra,,,"CABIN NO.9, MEHTA MAHAL,GROUND FLOOR15, MATHEW ROAD, OPERA HOUSE,GIRGAON,,MUMBAI,400004",,,,,
N B DRUG AGENCIES,Tocilizumab,Bihar,,,"OPP HOTEL PANCHWATINEW AREA,SARAIYAGANJKALI KOTHIP.S TOWN THANA,MUZAFFARPUR,842001",,,,,
"DROGARIA COLVALCAR ,GOA",Tocilizumab,Goa,,,"NEW DRUG HOUSE,DEVKI KRISHNA NIWASOPP.FOMENTO AGRICULTURAL OFFICEDULER MAPUSA,TAL
BARDEZ,GOA,403507",,,,,
"DROGARIA COLVALCAR ,GOA",Tocilizumab,Goa,,,"NEW DRUG HOUSE,DEVKI KRISHNA NIWASOPP.FOMENTO AGRICULTURAL OFFICEDULER MAPUSA,TAL
BARDEZ,GOA,403507",,,,,
ISHWAR AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO. SFH/B, 2ND FLOOR , PROPERTY NO. 627 (3)WARD NO.23, MAHAVIR PLAZA ,DAWA BAZAR,RALLIES
PLOTS,AMRAVATI,444601",,,,,
Vasu Vaccines & Speciality Drugs Pv,Tocilizumab,Telangana,,,"D.NO:3-6-516/1 , 2nd FloorVasu Pharma House Street No 6Himayath Nagar (V)Khairatabad(M),Hyderabad,500029",,,,,
H.A SALES,Tocilizumab,Rajasthan,,,"NEAR PETROL PUMPSAGWARA,SAGWARA,314025",,,,,
NAVAANYA HEALTHCARE (ASU GZB),Tocilizumab,Uttar Pradesh,,,"SIHANI SADDIK NAGARINDRAPRASTH COLONYOPP UTTAM TOYATA,GHAZIABAD,201003",,,,,
GOYAL MEDICOSE,Tocilizumab,Haryana,,,"301 RMODEL TOWNKARNALKARNAL,KARNAL,132001",,,,,
PALEPU PHARMA Pvt LTD,Tocilizumab,Tamil Nadu,,,"GROUND , FIRST AND SECOND FLOOR & ROOM NO 2 IN 3RD FLOORRAMACHANDRA RAO
RDMYLAPORECHENNAI,CHENNAI,600004",,,,,
MEHER DISTRIBUTORS Pvt Ltd TW NH,Tocilizumab,Maharashtra,,,"THANE WESTERN( SHREE NIDHI PHARMA )127 VICTORIA ROADMUSTAFA BAZAR, BYCULLA ( EAST
)MUMBAI,BYCULLA,400010",,,,,
AUSHADH DISTRIBUTORS (JODHPUR),Tocilizumab,Rajasthan,,,"SHOP NO. 2,H N.34MILKMAN COLONYITI ROAD,JODHPUR,342003",,,,,
Ashirwad Distributors,Tocilizumab,Maharashtra,,,"FINAL PLOT NO 5/14/B/1NEAR SORTUR HOSPWANTMURE CORNERARALI PLAZA
APARTMENTBASEMENT,MIRAJ,416410",,,,,
RELIANCE MEDICAPS,Tocilizumab,Gujarat,,,"VADI WADIRAOPURA PATIDAR MOHALLABARODA,BARODA,390001",,,,,
NAVAANYA HEALTHCARE (ASU MBD),Tocilizumab,Uttar Pradesh,,,"INDRAPRASTH COLONYOPP UTTAM TOYATASIHANI SADDIK NAGAR,GHAZIABAD,201003",,,,,
NAVAANYA HEALTHCARE (ASU NOIDA),Tocilizumab,Uttar Pradesh,,,"INDRAPRASTH COLONYOPP UTTAM TOYATASIHANI SADDIK NAGAR,GHAZIABAD,201003",,,,,
NAVAANYA HEALTHCARE (ASU BLY),Tocilizumab,Uttar Pradesh,,,"SIHANI SADDIK NAGARINDRAPRASTH COLONYOPP UTTAM TOYATA,GHAZIABAD,201003",,,,,
PALEPU PHARMA PVT.. LTD..,Tocilizumab,Tamil Nadu,,,"6A, SIVAGANGAI MAIN RDMANAGIRIMADURAIMADURAI,MADURAI,625020",,,,,
PALOD DISTRIBUTORS,Tocilizumab,Maharashtra,,,"PLOT NO. 173, RADHAKISHANWADI,JILHAPETH,TALUKA JALGAON,JALGAON,425001",,,,,
ALARIC ENTERPRISES(MNG),Tocilizumab,Karnataka,,,"DOOR NO 1-S-24-2058/5-5 FIRST FLOORRENUKA KRUPAHOIGEBAIL RdURWA,MANGALORE,575006",,,,,
AKP HEALTHCARE Pvt... Ltd...,Tocilizumab,Karnataka,,,"Door no 480/488,HADADI Rdopp. Taralabalu Schooldavanagere,DAVANAGERE,577005",,,,,
AAR AAR Healthcare (South),Tocilizumab,Delhi,,,"18, BASEMENT SANT NAGAREast of KailashGreater Kailash (50),NEW DELHI,110065",,,,,
HINDUSTAN AGENCIES,Tocilizumab,Maharashtra,,,"SHOP NO.1 & 2 , WARD NO. 39, PLOT NO. 24/3SHEET NO. 38 B, NEAR SHROTRI HOSPITAL,DATTA CHOWK,
YAVATMAL,YAVATMAL,445001",,,,,
KHATRI MEDICAL AND SURGICALS,Tocilizumab,Chhattisgarh,,,"SHOP NO.40-41 GROUND BASEMENT1ST , 2 ND ,3RD , 4TH & 5TH FLR,OLD MEDICAL COMPLEXG.E.ROAD WARD
NO. 36RAJBANDHA MAIDAN,RAIPUR,492001",,,,,
MEDICA AGENCY,Tocilizumab,Gujarat,,,"SADGURU MILESTONE COMPLEXBUS STAND ROAD,VERAVALVERAVAL ( GIR SOMNATH ),VERAVAL,362266",,,,,
SELVARATHNA AGENCIES,Tocilizumab,Tamil Nadu,,,"OLD NO 15/20 NEW NO 35OPPANAKARA STREETCOIMBATORE,COIMBATORE,641001",,,,,
VIKAS MEDICAL STORES,Tocilizumab,Maharashtra,,,"H. NO. 19/1, DESHBANDHU WARDGONDIA,GONDIA,441614",,,,,
GAUDEV & CO(Hosp),Tocilizumab,Telangana,,,"D.NO. 6-3-668/9/6,OPP.MODEL HOUSE2nd floor, punjaguttaMAIN ROAD,UDAY MEDICALSMCH CIRCLE 5
MANDALHYDERABAD,HYDERABAD,500082",,,,,
RATNADIP MEDICAL AGENCIES,Tocilizumab,Maharashtra,,,"SR NO - 1941, FROM SOUTH SHOP NO -1,GROUND FLOOR, LONAR GALLI,AT POST YEOLA TAL
YEOLA,NASHIK,423401",,,,,
M/s. SVS Pharma (FMSPL),Tocilizumab,Telangana,,,"plot no 317 sy no 11/14,11,/15,11,16Patrika Nagarsri swamy ayyappa co-operative housingsociety,khanamet village,
serillngammandal rande,Hyderabad,500081",,,,,
SANJEEVANI ENTERPRISES,Tocilizumab,Haryana,,,"LOWER GROUND FLOOR, PLOT NO.3VPO. SARHAUL, SECTOR 18NEAR CBI BANKGURGAON,GURGAON,122015",,,,,
NOVACARE HEALTHCARE SOLUTIONS P.LTD,Tocilizumab,Haryana,,,"Khewat No. 435/560 & 812/1002khasra No.678 Revenue EstateVillage Khandsa Tehsil
KadipurKadipurGurugram,Gurugram,122001",,,,,
NOVACARE HEALTHCARE SOLUTIONS P.LTD,Tocilizumab,Haryana,,,"Khewat No. 435/560 & 812/1002khasra No.678 Revenue EstateVillage Khandsa Tehsil
KadipurKadipurGurugram,Gurugram,122001",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (M,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (M,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (M,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (T,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (T,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLN Pvt.LTD (N,Tocilizumab,Maharashtra,,,"C-12A, C-12B, C-12C,Kantilal Maganlal EstaL.B.S. Rd,Bhandup (West),MUMBAI,400078",,,,,
NOVACARE HEALTHCARE SOLUTIONS Pvt.,Tocilizumab,Delhi,,,"Mayapuri Industrial AreaA 7 2nd FloorPhase IINew Delhi,Delhi,110064",,,,,
Novacare Healthcare Solutions Pvt.,Tocilizumab,Madhya Pradesh,,,"Novacare Healthcare Solutions Pvt. Ltd. indore208 Scheme No 114 ISTBehind SBI DewasNaka
BranchDewasNaka,Indore,452010",,,,,
Novacare Healthcare Solutions Pvt.L,Tocilizumab,Telangana,,,"H.No:- 6-1-190/25,Near NTR Statue,Padmarao Nagar,Secunderabad,Hyderabad,500025",,,,,
GARIMA SALES,Tocilizumab,Chhattisgarh,,,"1st FloorC1 C2 PLOT NO.10Main Rd Near Niharika TalikesSarwamangla Comples,Korba,495677",,,,,
J.JASWANTLAL & BROTHERS(ASU),Tocilizumab,Maharashtra,,,"SHOP NO. 13,14,25,26,113,114,213SANDESH DAWA BAZAR, NEAR HAJ HOUSEGANJIPETH,
NAGPUR,NAGPUR,440002",,,,,
SUSHIL PHARMA LLP,Tocilizumab,Maharashtra,,,"CS NOS 11142GROUND FLRRADHAKIRSHNA THEATREWARD NO 10MALMATTA NO
102000592,ICHALKARANJI,416115",,,,,
KOTRIWALA MEDICAL AGENCIES,Tocilizumab,Bihar,,,"M P D RDBHAGALPUR SADARJAGDISHPUR SADAR U,BHAGALPUR,812002",,,,,
SANJEEVANI ENTERPRISES (WEST),Tocilizumab,Haryana,,,"LOWER GROUND FLOOR, PLOT NO.3VPO. SARHAUL, SECTOR 18NEAR CBI BANK, GURGAON,GURGAON,122015",,,,,
